,Hnf4a,Hnf4a,Hnf4a,Hnf4a,Hnf4a,Hnf4a,Pigr,Pigr,Pigr,Pigr,Pigr,Pigr,Gpam,Gpam,Gpam,Gpam,Gpam,Gpam,Acly,Acly,Acly,Acly,Acly,Acly
,TP,FP,FN,precision,recall,F1,TP,FP,FN,precision,recall,F1,TP,FP,FN,precision,recall,F1,TP,FP,FN,precision,recall,F1
90,8113,9103,8,0.47124767657992567,0.9990148996429011,0.6404073094683664,29880,38531,25,0.4367718641738902,0.9991640193947501,0.6078359575247163,7144,13813,4,0.34088848594741616,0.9994404029099049,0.5083792919409358,2616,9216,3,0.2210953346855984,0.9988545246277205,0.36205106913016405
91,8113,9103,8,0.47124767657992567,0.9990148996429011,0.6404073094683664,29882,38533,23,0.436775560915004,0.99923089784317,0.6078519121236777,7144,13813,4,0.34088848594741616,0.9994404029099049,0.5083792919409358,2616,9216,3,0.2210953346855984,0.9988545246277205,0.36205106913016405
92,8113,9103,8,0.47124767657992567,0.9990148996429011,0.6404073094683664,29882,38533,23,0.436775560915004,0.99923089784317,0.6078519121236777,7144,13813,4,0.34088848594741616,0.9994404029099049,0.5083792919409358,2616,9216,3,0.2210953346855984,0.9988545246277205,0.36205106913016405
93,8113,9103,8,0.47124767657992567,0.9990148996429011,0.6404073094683664,29882,38536,23,0.43675640913209973,0.99923089784317,0.6078333655401076,7144,13813,4,0.34088848594741616,0.9994404029099049,0.5083792919409358,2616,9216,3,0.2210953346855984,0.9988545246277205,0.36205106913016405
94,8113,9103,8,0.47124767657992567,0.9990148996429011,0.6404073094683664,29882,38536,23,0.43675640913209973,0.99923089784317,0.6078333655401076,7144,13813,4,0.34088848594741616,0.9994404029099049,0.5083792919409358,2616,9216,3,0.2210953346855984,0.9988545246277205,0.36205106913016405
95,8114,9103,7,0.47127838764012314,0.9991380371875385,0.6404609677164732,29885,38538,20,0.4367683381319147,0.9993312155158001,0.6078634773411439,7144,13813,4,0.34088848594741616,0.9994404029099049,0.5083792919409358,2616,9217,3,0.2210766500464802,0.9988545246277205,0.3620260171602546
96,8114,9103,7,0.47127838764012314,0.9991380371875385,0.6404609677164732,29885,38538,20,0.4367683381319147,0.9993312155158001,0.6078634773411439,7144,13813,4,0.34088848594741616,0.9994404029099049,0.5083792919409358,2616,9217,3,0.2210766500464802,0.9988545246277205,0.3620260171602546
97,8116,9105,5,0.4712850589396667,0.9993843122768132,0.6405177176229185,29888,38540,17,0.4367802653884375,0.99943153318843,0.6078935860799529,7146,13816,2,0.34090258563114206,0.9997202014549524,0.5084311632870864,2616,9217,3,0.2210766500464802,0.9988545246277205,0.3620260171602546
98,8116,9105,5,0.4712850589396667,0.9993843122768132,0.6405177176229185,29888,38540,17,0.4367802653884375,0.99943153318843,0.6078935860799529,7146,13816,2,0.34090258563114206,0.9997202014549524,0.5084311632870864,2616,9217,3,0.2210766500464802,0.9988545246277205,0.3620260171602546
99,8116,9105,5,0.4712850589396667,0.9993843122768132,0.6405177176229185,29888,38540,17,0.4367802653884375,0.99943153318843,0.6078935860799529,7146,13816,2,0.34090258563114206,0.9997202014549524,0.5084311632870864,2616,9217,3,0.2210766500464802,0.9988545246277205,0.3620260171602546
100,8116,9105,5,0.4712850589396667,0.9993843122768132,0.6405177176229185,29888,38540,17,0.4367802653884375,0.99943153318843,0.6078935860799529,7146,13816,2,0.34090258563114206,0.9997202014549524,0.5084311632870864,2616,9217,3,0.2210766500464802,0.9988545246277205,0.3620260171602546
101,8116,9105,5,0.4712850589396667,0.9993843122768132,0.6405177176229185,29888,38540,17,0.4367802653884375,0.99943153318843,0.6078935860799529,7146,13816,2,0.34090258563114206,0.9997202014549524,0.5084311632870864,2616,9218,3,0.22105796856515125,0.9988545246277205,0.3620009686570262
102,8116,9107,5,0.4712303315334146,0.9993843122768132,0.6404671717171717,29888,38541,17,0.436773882418273,0.99943153318843,0.6078874041531922,7146,13816,2,0.34090258563114206,0.9997202014549524,0.5084311632870864,2616,9218,3,0.22105796856515125,0.9988545246277205,0.3620009686570262
103,8116,9107,5,0.4712303315334146,0.9993843122768132,0.6404671717171717,29888,38541,17,0.436773882418273,0.99943153318843,0.6078874041531922,7146,13816,2,0.34090258563114206,0.9997202014549524,0.5084311632870864,2616,9218,3,0.22105796856515125,0.9988545246277205,0.3620009686570262
104,8116,9107,5,0.4712303315334146,0.9993843122768132,0.6404671717171717,29888,38541,17,0.436773882418273,0.99943153318843,0.6078874041531922,7146,13816,2,0.34090258563114206,0.9997202014549524,0.5084311632870864,2616,9218,3,0.22105796856515125,0.9988545246277205,0.3620009686570262
105,8116,9107,5,0.4712303315334146,0.9993843122768132,0.6404671717171717,29888,38541,17,0.436773882418273,0.99943153318843,0.6078874041531922,7146,13816,2,0.34090258563114206,0.9997202014549524,0.5084311632870864,2616,9218,3,0.22105796856515125,0.9988545246277205,0.3620009686570262
106,8116,9107,5,0.4712303315334146,0.9993843122768132,0.6404671717171717,29888,38541,17,0.436773882418273,0.99943153318843,0.6078874041531922,7146,13816,2,0.34090258563114206,0.9997202014549524,0.5084311632870864,2616,9218,3,0.22105796856515125,0.9988545246277205,0.3620009686570262
107,8116,9107,5,0.4712303315334146,0.9993843122768132,0.6404671717171717,29888,38541,17,0.436773882418273,0.99943153318843,0.6078874041531922,7146,13816,2,0.34090258563114206,0.9997202014549524,0.5084311632870864,2616,9218,3,0.22105796856515125,0.9988545246277205,0.3620009686570262
108,8116,9107,5,0.4712303315334146,0.9993843122768132,0.6404671717171717,29888,38541,17,0.436773882418273,0.99943153318843,0.6078874041531922,7146,13816,2,0.34090258563114206,0.9997202014549524,0.5084311632870864,2616,9218,3,0.22105796856515125,0.9988545246277205,0.3620009686570262
109,8116,9110,5,0.4711482642517125,0.9993843122768132,0.6403913678147315,29890,38544,15,0.43677119560452404,0.99949841163685,0.6078971720273747,7146,13820,2,0.3408375465038634,0.9997202014549524,0.5083588247848048,2616,9220,3,0.2210206150726597,0.9988545246277205,0.36195088204773435
110,8116,9110,5,0.4711482642517125,0.9993843122768132,0.6403913678147315,29890,38544,15,0.43677119560452404,0.99949841163685,0.6078971720273747,7146,13820,2,0.3408375465038634,0.9997202014549524,0.5083588247848048,2616,9220,3,0.2210206150726597,0.9988545246277205,0.36195088204773435
111,8116,9111,5,0.471120914842979,0.9993843122768132,0.6403661038346221,29890,38545,15,0.43676481332651423,0.99949841163685,0.6078909904413261,7146,13822,2,0.34080503624570774,0.9997202014549524,0.5083226632522407,2616,9221,3,0.22100194305989693,0.9988545246277205,0.3619258439402325
112,8116,9111,5,0.471120914842979,0.9993843122768132,0.6403661038346221,29890,38545,15,0.43676481332651423,0.99949841163685,0.6078909904413261,7146,13822,2,0.34080503624570774,0.9997202014549524,0.5083226632522407,2616,9221,3,0.22100194305989693,0.9988545246277205,0.3619258439402325
113,8116,9111,5,0.471120914842979,0.9993843122768132,0.6403661038346221,29890,38546,15,0.4367584312350225,0.99949841163685,0.6078848089809947,7146,13822,2,0.34080503624570774,0.9997202014549524,0.5083226632522407,2616,9221,3,0.22100194305989693,0.9988545246277205,0.3619258439402325
114,8116,9111,5,0.471120914842979,0.9993843122768132,0.6403661038346221,29890,38546,15,0.4367584312350225,0.99949841163685,0.6078848089809947,7146,13822,2,0.34080503624570774,0.9997202014549524,0.5083226632522407,2616,9221,3,0.22100194305989693,0.9988545246277205,0.3619258439402325
115,8116,9111,5,0.471120914842979,0.9993843122768132,0.6403661038346221,29890,38548,15,0.4367456676115608,0.99949841163685,0.6078724464374688,7146,13824,2,0.3407725321888412,0.9997202014549524,0.5082865068639306,2616,9221,3,0.22100194305989693,0.9988545246277205,0.3619258439402325
116,8116,9111,5,0.471120914842979,0.9993843122768132,0.6403661038346221,29890,38548,15,0.4367456676115608,0.99949841163685,0.6078724464374688,7146,13824,2,0.3407725321888412,0.9997202014549524,0.5082865068639306,2616,9221,3,0.22100194305989693,0.9988545246277205,0.3619258439402325
117,8116,9112,5,0.4710935686092408,0.9993843122768132,0.6403408418478046,29890,38548,15,0.4367456676115608,0.99949841163685,0.6078724464374688,7146,13825,2,0.3407562824853369,0.9997202014549524,0.5082684305985277,2616,9221,3,0.22100194305989693,0.9988545246277205,0.3619258439402325
118,8116,9112,5,0.4710935686092408,0.9993843122768132,0.6403408418478046,29890,38548,15,0.4367456676115608,0.99949841163685,0.6078724464374688,7146,13825,2,0.3407562824853369,0.9997202014549524,0.5082684305985277,2616,9221,3,0.22100194305989693,0.9988545246277205,0.3619258439402325
119,8116,9112,5,0.4710935686092408,0.9993843122768132,0.6403408418478046,29890,38548,15,0.4367456676115608,0.99949841163685,0.6078724464374688,7146,13825,2,0.3407562824853369,0.9997202014549524,0.5082684305985277,2616,9221,3,0.22100194305989693,0.9988545246277205,0.3619258439402325
120,8116,9112,5,0.4710935686092408,0.9993843122768132,0.6403408418478046,29890,38548,15,0.4367456676115608,0.99949841163685,0.6078724464374688,7146,13825,2,0.3407562824853369,0.9997202014549524,0.5082684305985277,2616,9221,3,0.22100194305989693,0.9988545246277205,0.3619258439402325
121,8116,9112,5,0.4710935686092408,0.9993843122768132,0.6403408418478046,29890,38548,15,0.4367456676115608,0.99949841163685,0.6078724464374688,7146,13825,2,0.3407562824853369,0.9997202014549524,0.5082684305985277,2616,9221,3,0.22100194305989693,0.9988545246277205,0.3619258439402325
122,8116,9112,5,0.4710935686092408,0.9993843122768132,0.6403408418478046,29890,38548,15,0.4367456676115608,0.99949841163685,0.6078724464374688,7146,13825,2,0.3407562824853369,0.9997202014549524,0.5082684305985277,2616,9221,3,0.22100194305989693,0.9988545246277205,0.3619258439402325
123,8116,9113,5,0.4710662255499449,0.9993843122768132,0.6403155818540435,29897,38550,8,0.4367905094452642,0.99973248620632,0.6079591670733691,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9224,3,0.22094594594594594,0.9988545246277205,0.36185075039767617
124,8116,9113,5,0.4710662255499449,0.9993843122768132,0.6403155818540435,29897,38550,8,0.4367905094452642,0.99973248620632,0.6079591670733691,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9224,3,0.22094594594594594,0.9988545246277205,0.36185075039767617
125,8116,9113,5,0.4710662255499449,0.9993843122768132,0.6403155818540435,29897,38553,8,0.43677136596055516,0.99973248620632,0.6079406232525038,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9224,3,0.22094594594594594,0.9988545246277205,0.36185075039767617
126,8116,9113,5,0.4710662255499449,0.9993843122768132,0.6403155818540435,29897,38553,8,0.43677136596055516,0.99973248620632,0.6079406232525038,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9224,3,0.22094594594594594,0.9988545246277205,0.36185075039767617
127,8116,9113,5,0.4710662255499449,0.9993843122768132,0.6403155818540435,29897,38553,8,0.43677136596055516,0.99973248620632,0.6079406232525038,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9224,3,0.22094594594594594,0.9988545246277205,0.36185075039767617
128,8116,9113,5,0.4710662255499449,0.9993843122768132,0.6403155818540435,29897,38553,8,0.43677136596055516,0.99973248620632,0.6079406232525038,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9224,3,0.22094594594594594,0.9988545246277205,0.36185075039767617
129,8117,9113,4,0.47109692396982006,0.9995074498214506,0.640369216204489,29897,38554,8,0.4367649851718748,0.99973248620632,0.6079344422302656,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9224,3,0.22094594594594594,0.9988545246277205,0.36185075039767617
130,8117,9113,4,0.47109692396982006,0.9995074498214506,0.640369216204489,29897,38554,8,0.4367649851718748,0.99973248620632,0.6079344422302656,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9224,3,0.22094594594594594,0.9988545246277205,0.36185075039767617
131,8117,9113,4,0.47109692396982006,0.9995074498214506,0.640369216204489,29897,38554,8,0.4367649851718748,0.99973248620632,0.6079344422302656,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9224,3,0.22094594594594594,0.9988545246277205,0.36185075039767617
132,8117,9113,4,0.47109692396982006,0.9995074498214506,0.640369216204489,29897,38554,8,0.4367649851718748,0.99973248620632,0.6079344422302656,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9224,3,0.22094594594594594,0.9988545246277205,0.36185075039767617
133,8117,9113,4,0.47109692396982006,0.9995074498214506,0.640369216204489,29897,38554,8,0.4367649851718748,0.99973248620632,0.6079344422302656,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9224,3,0.22094594594594594,0.9988545246277205,0.36185075039767617
134,8117,9113,4,0.47109692396982006,0.9995074498214506,0.640369216204489,29897,38554,8,0.4367649851718748,0.99973248620632,0.6079344422302656,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9224,3,0.22094594594594594,0.9988545246277205,0.36185075039767617
135,8117,9114,4,0.4710695838895015,0.9995074498214506,0.6403439570842537,29897,38554,8,0.4367649851718748,0.99973248620632,0.6079344422302656,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9225,3,0.22092728654674437,0.9988545246277205,0.36182572614107883
136,8117,9114,4,0.4710695838895015,0.9995074498214506,0.6403439570842537,29897,38554,8,0.4367649851718748,0.99973248620632,0.6079344422302656,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9225,3,0.22092728654674437,0.9988545246277205,0.36182572614107883
137,8117,9114,4,0.4710695838895015,0.9995074498214506,0.6403439570842537,29897,38554,8,0.4367649851718748,0.99973248620632,0.6079344422302656,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9225,3,0.22092728654674437,0.9988545246277205,0.36182572614107883
138,8117,9114,4,0.4710695838895015,0.9995074498214506,0.6403439570842537,29897,38554,8,0.4367649851718748,0.99973248620632,0.6079344422302656,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9225,3,0.22092728654674437,0.9988545246277205,0.36182572614107883
139,8117,9114,4,0.4710695838895015,0.9995074498214506,0.6403439570842537,29897,38554,8,0.4367649851718748,0.99973248620632,0.6079344422302656,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9225,3,0.22092728654674437,0.9988545246277205,0.36182572614107883
140,8117,9114,4,0.4710695838895015,0.9995074498214506,0.6403439570842537,29897,38554,8,0.4367649851718748,0.99973248620632,0.6079344422302656,7147,13828,1,0.3407389749702026,0.9998601007274762,0.5082672545603243,2616,9225,3,0.22092728654674437,0.9988545246277205,0.36182572614107883
141,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38557,7,0.4367540720181141,0.99976592543053,0.6079300528670191,7147,13829,1,0.34072273073989323,0.9998601007274762,0.5082491821931446,2616,9225,3,0.22092728654674437,0.9988545246277205,0.36182572614107883
142,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38557,7,0.4367540720181141,0.99976592543053,0.6079300528670191,7147,13829,1,0.34072273073989323,0.9998601007274762,0.5082491821931446,2616,9225,3,0.22092728654674437,0.9988545246277205,0.36182572614107883
143,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38557,7,0.4367540720181141,0.99976592543053,0.6079300528670191,7147,13829,1,0.34072273073989323,0.9998601007274762,0.5082491821931446,2616,9225,3,0.22092728654674437,0.9988545246277205,0.36182572614107883
144,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38557,7,0.4367540720181141,0.99976592543053,0.6079300528670191,7147,13829,1,0.34072273073989323,0.9998601007274762,0.5082491821931446,2616,9225,3,0.22092728654674437,0.9988545246277205,0.36182572614107883
145,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38557,7,0.4367540720181141,0.99976592543053,0.6079300528670191,7147,13829,1,0.34072273073989323,0.9998601007274762,0.5082491821931446,2616,9225,3,0.22092728654674437,0.9988545246277205,0.36182572614107883
146,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38557,7,0.4367540720181141,0.99976592543053,0.6079300528670191,7147,13829,1,0.34072273073989323,0.9998601007274762,0.5082491821931446,2616,9225,3,0.22092728654674437,0.9988545246277205,0.36182572614107883
147,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38558,7,0.43674769194811264,0.99976592543053,0.6079238722664471,7147,13829,1,0.34072273073989323,0.9998601007274762,0.5082491821931446,2617,9225,2,0.2209930754940044,0.9992363497518136,0.36193900836733284
148,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38559,7,0.43674131206450767,0.99976592543053,0.6079176917915455,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9226,2,0.2209744152664021,0.9992363497518136,0.36191398146867654
149,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38559,7,0.43674131206450767,0.99976592543053,0.6079176917915455,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9226,2,0.2209744152664021,0.9992363497518136,0.36191398146867654
150,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38559,7,0.43674131206450767,0.99976592543053,0.6079176917915455,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9226,2,0.2209744152664021,0.9992363497518136,0.36191398146867654
151,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38559,7,0.43674131206450767,0.99976592543053,0.6079176917915455,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9226,2,0.2209744152664021,0.9992363497518136,0.36191398146867654
152,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38559,7,0.43674131206450767,0.99976592543053,0.6079176917915455,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9226,2,0.2209744152664021,0.9992363497518136,0.36191398146867654
153,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38559,7,0.43674131206450767,0.99976592543053,0.6079176917915455,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9226,2,0.2209744152664021,0.9992363497518136,0.36191398146867654
154,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38559,7,0.43674131206450767,0.99976592543053,0.6079176917915455,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9226,2,0.2209744152664021,0.9992363497518136,0.36191398146867654
155,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38559,7,0.43674131206450767,0.99976592543053,0.6079176917915455,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9226,2,0.2209744152664021,0.9992363497518136,0.36191398146867654
156,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38559,7,0.43674131206450767,0.99976592543053,0.6079176917915455,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9226,2,0.2209744152664021,0.9992363497518136,0.36191398146867654
157,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38560,7,0.4367349323672909,0.99976592543053,0.6079115114423106,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9227,2,0.22095575818980073,0.9992363497518136,0.3618889580308373
158,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38560,7,0.4367349323672909,0.99976592543053,0.6079115114423106,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9227,2,0.22095575818980073,0.9992363497518136,0.3618889580308373
159,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38560,7,0.4367349323672909,0.99976592543053,0.6079115114423106,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9227,2,0.22095575818980073,0.9992363497518136,0.3618889580308373
160,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38560,7,0.4367349323672909,0.99976592543053,0.6079115114423106,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9227,2,0.22095575818980073,0.9992363497518136,0.3618889580308373
161,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38560,7,0.4367349323672909,0.99976592543053,0.6079115114423106,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9227,2,0.22095575818980073,0.9992363497518136,0.3618889580308373
162,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38560,7,0.4367349323672909,0.99976592543053,0.6079115114423106,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9227,2,0.22095575818980073,0.9992363497518136,0.3618889580308373
163,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38560,7,0.4367349323672909,0.99976592543053,0.6079115114423106,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9227,2,0.22095575818980073,0.9992363497518136,0.3618889580308373
164,8119,9114,2,0.4711309696512505,0.9997537249107252,0.640451210854303,29898,38560,7,0.4367349323672909,0.99976592543053,0.6079115114423106,7147,13830,1,0.34070648805834963,0.9998601007274762,0.5082311111111112,2617,9227,2,0.22095575818980073,0.9992363497518136,0.3618889580308373
165,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
166,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
167,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
168,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
169,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
170,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
171,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
172,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
173,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
174,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
175,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
176,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
177,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
178,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
179,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
180,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38561,7,0.43672855285645423,0.99976592543053,0.6079053312187386,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
181,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
182,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
183,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
184,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
185,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
186,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
187,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
