Igf1	0.12376
Cps1	0.023608
Glul	122.2739
Glud1	142.6689
Pigr	0.034271
Pck1	0.0508
Uox	0.16245
Hnf4a	62.2998
Abcc3	27.9824
G6pc	0.010704
Paqr9	0.024802
Cpt1a	23.9917
Acly	71.9906
Ganab	97.641
Gpam	19.7468
Plxnb2	47.5498
Dpyd	0.11855
Clptm1	64.7094
Ddx17	83.6818
Scap	17.4811
Uba1	157.4654
Gns	18.4587
Lrrc3	0.031444
Fads6	1.8735
Hs3st3b1	0.52443
Zcchc24	0.36695
Cdc42bpb	13.1609
Zdhhc5	18.797
Pdxk	5.2795
Vwa8	8.0718
Flii	25.7809
Ube2z	27.5921
Slc38a2	82.3539
Stat2	5.3353
Bcl9l	2.235
Tomm20	141.9777
Il4ra	7.1228
Nol6	6.3759
Ide	57.5497
Ddx3x	253.0257
Rnf144b	0.012428
Mybbp1a	63.9495
Hnf1b	5.9651
Flnb	34.6787
Golga2	8.1833
Cdh5	0.0031995
Tbx3	0.02578
Paxip1	17.6712
Dennd5a	21.9303
Rhbdd2	3.3559
Mob3b	1.5219
Plekhm2	2.3333
Ube3a	65.1266
Dgkq	6.6083
Tecpr1	12.1813
Iffo2	10.9174
Zhx2	2.6808
Gpd2	18.4256
Lrat	0.068962
Lrtm1	0.064378
Tbl1xr1	27.3415
Pecam1	0.19017
Cog3	12.1443
Atp11b	13.8546
Add3	4.5888
Mcam	0.69179
1700017B05Rik	12.6265
Megf8	5.6888
Tppp	0.015599
Vps13c	4.68
Exoc2	9.6706
Taok1	20.5586
Enpp4	13.6075
Des	0.16846
Ranbp2	54.1498
Golga4	23.0089
Sptlc2	58.8505
Sox9	3.022
Capn5	7.4754
Rasa1	48.1876
Vcpip1	7.4876
Tln2	4.1955
Gpc1	0.36696
Adcy7	0.51784
Zxdb	0.64075
Cdk19	9.4015
Chic1	1.9858
C3ar1	0.11839
Ccdc88b	0.19915
Aatk	0.046519
Tmed8	2.3264
Zfp174	0.43253
Fastkd2	30.5657
Zfp870	1.4527
Dsg1c	0.001665
Wdr19	2.0389
Mphosph9	6.3165
Abca5	6.3892
Atp8b5	0.23093
Ankrd26	6.2755
Tbc1d9	1.083
Zfp560	16.1974
Ggt1	0.71658
AW554918	2.1613
Itga4	0.98389
Ammecr1	3.5763
Hecw2	0.24386
Fam102b	4.9658
Nova2	0.039134
Krt7	17.3641
Prrg3	0.091673
Kif7	0.91081
Setbp1	0.40827
Pcdh17	0.075397
Brip1	12.0383
Armcx4	0.043819
Scube1	0.078798
Alms1	4.1423
Dync2h1	3.5979
Hcn3	0.48748
Sdk1	0.017245
Slit3	0.2233
Plag1	1.1419
Sema3g	0.007268
Ncs1	2.0501
Egflam	0.068702
Lama3	0.020642
Igdcc4	0.11374
Sgpp2	0.39972
Lrrc16b	0.58313
Col4a4	0.072728
Cnnm1	0.092579
Cftr	0.19325
Blank1	0
Blank2	0
Blank3	0
Blank4	0
Blank5	0
Blank6	0
Blank7	0
