,bft,fpkm,counts,misid
0,0.1,0.8408045193527807,576126,0.015380606608067263
1,0.11959798994974875,0.8398992574186297,598582,0.01874607018154089
2,0.1391959798994975,0.8385171762144917,618915,0.022190480966300167
3,0.15879396984924624,0.8376295868201096,634030,0.02508551881413911
4,0.17839195979899497,0.8364794508950769,650572,0.02851768096219656
5,0.19798994974874373,0.8360140268399658,664613,0.031671105203110145
6,0.21758793969849247,0.8340674443474078,681575,0.035777178690389745
7,0.23718592964824123,0.8328544752613588,695324,0.039347905350583016
8,0.25678391959798996,0.8315813122974773,714246,0.04447513114353797
9,0.27638190954773867,0.8299208090949287,727576,0.04830302136742126
10,0.2959798994974875,0.8289334622739204,740581,0.0522496784239388
11,0.3155778894472362,0.827504260447701,753599,0.05636503986052145
12,0.3351758793969849,0.825394012328907,767405,0.060977841688999286
13,0.3547738693467337,0.824107706751765,780788,0.06558780211334761
14,0.3743718592964824,0.8219096969721955,798479,0.07184674237024354
15,0.39396984924623113,0.8212038916881704,811469,0.07659138517045673
16,0.41356783919597995,0.8194746145556755,823684,0.08119569020908851
17,0.43316582914572865,0.8182739204813129,835645,0.08583136892390433
18,0.45276381909547736,0.816407196971477,850362,0.09164579099116131
19,0.4723618090452262,0.8149773831223159,862167,0.09646052981305928
20,0.4919597989949749,0.8135432551043529,876038,0.10224490990406829
21,0.5115577889447236,0.8120876169954012,891094,0.10865695966375742
22,0.5311557788944724,0.8109537202723124,902968,0.11381910023607633
23,0.5507537688442211,0.8095441110834309,917110,0.12006460737959358
24,0.5703517587939698,0.8078085631748272,932283,0.12689261827581963
25,0.5899497487437186,0.8065281403289454,944480,0.13246142347972847
26,0.6095477386934673,0.8039641983041598,965363,0.1420539992214561
27,0.629145728643216,0.8021151164365314,980527,0.1490676271001774
28,0.6487437185929649,0.8002038154146225,995874,0.15628970517813737
29,0.6683417085427136,0.7987764238770906,1008832,0.16240420201503175
30,0.6879396984924623,0.7974428910110667,1020340,0.16798332604968566
31,0.7075376884422111,0.7951755974743508,1040485,0.17786551678978693
32,0.7271356783919598,0.7935111301744915,1053753,0.18435130559098223
33,0.7467336683417085,0.7913380644396395,1072424,0.19354188449618975
34,0.7663316582914573,0.7903670449813693,1082333,0.1984530572424835
35,0.785929648241206,0.7881467033417262,1096431,0.20548446575089888
36,0.8055276381909547,0.7861881367537951,1115236,0.21500747671517842
37,0.8251256281407036,0.7839772123989034,1135336,0.22523272446937928
38,0.8447236180904523,0.7816207810669241,1156568,0.23597401915299637
39,0.864321608040201,0.7806624169000453,1166936,0.241262722337161
40,0.8839195979899498,0.7789220931131549,1177960,0.24695101500972613
41,0.9035175879396985,0.7760268574574106,1199809,0.2582948458119635
42,0.9231155778894472,0.7755269332922007,1206385,0.261722547947761
43,0.942713567839196,0.7742187349231553,1218103,0.26795697170159255
